"INTERACTIONCLASSID1";"INTERACTIONCLASSID2";"SEVERITY";"LIKELIHOOD"
476;10958;"mittelschwer";"Begrenzt untersucht."
476;11121;"Vorsicht";"Nicht erwiesen"
476;11207;"mittelschwer";"Gut untersucht."
476;11768;"schwerwiegend";"Begrenzt untersucht."
476;11928;"schwerwiegend";"Nicht erwiesen"
476;12381;"mittelschwer";"Begrenzt untersucht."
476;12434;"mittelschwer";"Begrenzt untersucht."
481;63;"Vorsicht";"Nicht erwiesen"
481;70;"schwerwiegend";"Nicht erwiesen"
481;91;"schwerwiegend";"Nicht erwiesen"
481;321;"mittelschwer";"Begrenzt untersucht."
481;375;"Vorsicht";"Nicht erwiesen"
481;413;"Vorsicht";"Nicht erwiesen"
481;10956;"mittelschwer";"Nicht erwiesen"
482;9;"schwerwiegend";"Sehr gut untersucht."
482;31;"geringfügig";"Begrenzt untersucht."
482;35;"mittelschwer";"Nicht erwiesen"
482;48;"mittelschwer";"Nicht erwiesen"
482;50;"mittelschwer";"Begrenzt untersucht."
482;63;"mittelschwer";"Begrenzt untersucht."
482;209;"geringfügig";"Begrenzt untersucht."
482;10002;"geringfügig";"Sehr gut untersucht."
482;10072;"mittelschwer";"Gut untersucht."
482;10331;"geringfügig";"Begrenzt untersucht."
482;10453;"mittelschwer";"Sehr gut untersucht."
482;11207;"geringfügig";"Begrenzt untersucht."
482;12379;"geringfügig";"Begrenzt untersucht."
482;12633;"mittelschwer";"Begrenzt untersucht."
482;12803;"mittelschwer";"Begrenzt untersucht."
483;169;"Vorsicht";"Begrenzt untersucht."
483;10072;"schwerwiegend";"Gut untersucht."
483;10356;"schwerwiegend";"Nicht erwiesen"
491;112;"mittelschwer";"Gut untersucht."
491;10324;"mittelschwer";"Begrenzt untersucht."
491;12053;"mittelschwer";"Begrenzt untersucht."
492;69;"mittelschwer";"Begrenzt untersucht."
492;122;"schwerwiegend";"Nicht erwiesen"
492;157;"mittelschwer";"Gut untersucht."
492;180;"mittelschwer";"Gut untersucht."
492;209;"mittelschwer";"Gut untersucht."
492;10183;"Vorsicht";"Begrenzt untersucht."
492;10417;"geringfügig";"Begrenzt untersucht."
492;12799;"mittelschwer";"Nicht erwiesen"
492;12815;"mittelschwer";"Begrenzt untersucht."
492;12819;"mittelschwer";"Nicht erwiesen"
497;30;"mittelschwer";"Gut untersucht."
497;86;"mittelschwer";"Gut untersucht."
497;101;"mittelschwer";"Gut untersucht."
497;108;"schwerwiegend";"Begrenzt untersucht."
497;112;"mittelschwer";"Gut untersucht."
497;193;"mittelschwer";"Sehr gut untersucht."
497;10582;"mittelschwer";"Begrenzt untersucht."
497;10690;"mittelschwer";"Nicht erwiesen"
497;12144;"mittelschwer";"Nicht erwiesen"
497;12283;"mittelschwer";"Sehr gut untersucht."
500;30;"geringfügig";"Begrenzt untersucht."
500;146;"mittelschwer";"Begrenzt untersucht."
500;10216;"mittelschwer";"Gut untersucht."
500;11028;"geringfügig";"Begrenzt untersucht."
502;12144;"mittelschwer";"Nicht erwiesen"
10000;63;"mittelschwer";"Begrenzt untersucht."
10000;170;"mittelschwer";"Gut untersucht."
10000;186;"mittelschwer";"Gut untersucht."
10000;10301;"schwerwiegend";"Nicht erwiesen"
10000;10346;"schwerwiegend";"Sehr gut untersucht."
10000;11060;"mittelschwer";"Begrenzt untersucht."
10002;9;"mittelschwer";"Gut untersucht."
10002;23;"mittelschwer";"Begrenzt untersucht."
10002;35;"geringfügig";"Begrenzt untersucht."
10002;50;"schwerwiegend";"Gut untersucht."
10002;10301;"schwerwiegend";"Nicht erwiesen"
10004;18;"mittelschwer";"Begrenzt untersucht."
10004;43;"Vorsicht";"Nicht erwiesen"
10004;70;"Vorsicht";"Nicht erwiesen"
10004;78;"Vorsicht";"Nicht erwiesen"
10004;88;"mittelschwer";"Begrenzt untersucht."
10004;125;"mittelschwer";"Gut untersucht."
10004;189;"mittelschwer";"Gut untersucht."
10004;321;"mittelschwer";"Gut untersucht."
10004;415;"mittelschwer";"Nicht erwiesen"
10004;418;"mittelschwer";"Gut untersucht."
10004;481;"mittelschwer";"Nicht erwiesen"
10004;10025;"Vorsicht";"Nicht erwiesen"
10004;10183;"mittelschwer";"Nicht erwiesen"
10004;10225;"mittelschwer";"Begrenzt untersucht."
10004;10237;"mittelschwer";"Begrenzt untersucht."
10004;10311;"mittelschwer";"Gut untersucht."
10004;10397;"mittelschwer";"Nicht erwiesen"
10004;10594;"mittelschwer";"Nicht erwiesen"
10004;10664;"mittelschwer";"Begrenzt untersucht."
10004;10802;"mittelschwer";"Nicht erwiesen"
10004;10865;"mittelschwer";"Nicht erwiesen"
10004;10877;"mittelschwer";"Begrenzt untersucht."
10004;12138;"Vorsicht";"Nicht erwiesen"
10004;12161;"mittelschwer";"Nicht erwiesen"
10004;12162;"mittelschwer";"Nicht erwiesen"
10004;12385;"mittelschwer";"Nicht erwiesen"
10004;12840;"mittelschwer";"Begrenzt untersucht."
10008;190;"mittelschwer";"Begrenzt untersucht."
10008;475;"mittelschwer";"Begrenzt untersucht."
10008;10216;"geringfügig";"Begrenzt untersucht."
10008;12328;"schwerwiegend";"Gut untersucht."
10014;170;"schwerwiegend";"Begrenzt untersucht."
10014;10347;"mittelschwer";"Begrenzt untersucht."
10014;12600;"schwerwiegend";"Nicht erwiesen"
10020;37;"schwerwiegend";"Begrenzt untersucht."
10020;69;"mittelschwer";"Nicht erwiesen"
10020;109;"mittelschwer";"Gut untersucht."
10020;112;"mittelschwer";"Nicht erwiesen"
10020;125;"mittelschwer";"Gut untersucht."
10020;139;"mittelschwer";"Gut untersucht."
10020;190;"schwerwiegend";"Gut untersucht."
10020;321;"mittelschwer";"Nicht erwiesen"
10020;10034;"mittelschwer";"Begrenzt untersucht."
10020;10096;"mittelschwer";"Gut untersucht."
10020;10353;"mittelschwer";"Begrenzt untersucht."
10023;54;"mittelschwer";"Begrenzt untersucht."
10023;10626;"mittelschwer";"Begrenzt untersucht."
10025;9;"mittelschwer";"Begrenzt untersucht."
10025;22;"geringfügig";"Begrenzt untersucht."
10025;63;"schwerwiegend";"Begrenzt untersucht."
10025;79;"geringfügig";"Begrenzt untersucht."
10025;122;"mittelschwer";"Nicht erwiesen"
10025;136;"mittelschwer";"Begrenzt untersucht."
10025;245;"mittelschwer";"Nicht erwiesen"
10025;344;"geringfügig";"Begrenzt untersucht."
10025;10075;"geringfügig";"Begrenzt untersucht."
10025;10746;"mittelschwer";"Gut untersucht."
10025;11028;"mittelschwer";"Begrenzt untersucht."
10025;12803;"mittelschwer";"Nicht erwiesen"
10026;127;"mittelschwer";"Begrenzt untersucht."
10026;10110;"mittelschwer";"Begrenzt untersucht."
10026;10336;"mittelschwer";"Begrenzt untersucht."
10026;12141;"schwerwiegend";"Begrenzt untersucht."
10027;73;"mittelschwer";"Sehr gut untersucht."
10027;122;"geringfügig";"Begrenzt untersucht."
10031;10152;"mittelschwer";"Begrenzt untersucht."
10034;94;"schwerwiegend";"Sehr gut untersucht."
10034;109;"geringfügig";"Nicht erwiesen"
10034;125;"mittelschwer";"Gut untersucht."
10034;172;"mittelschwer";"Gut untersucht."
10034;10353;"geringfügig";"Begrenzt untersucht."
10034;12375;"mittelschwer";"Nicht erwiesen"
10034;12673;"mittelschwer";"Nicht erwiesen"
10034;12674;"mittelschwer";"Nicht erwiesen"
10035;7;"mittelschwer";"Gut untersucht."
10037;29;"Vorsicht";"Nicht erwiesen"
10046;91;"mittelschwer";"Gut untersucht."
10046;157;"geringfügig";"Begrenzt untersucht."
10046;200;"geringfügig";"Nicht erwiesen"
10046;10186;"geringfügig";"Begrenzt untersucht."
10047;53;"geringfügig";"Nicht erwiesen"
10047;127;"mittelschwer";"Gut untersucht."
10049;53;"geringfügig";"Nicht erwiesen"
10049;120;"geringfügig";"Nicht erwiesen"
10049;180;"geringfügig";"Nicht erwiesen"
10055;53;"geringfügig";"Nicht erwiesen"
10055;120;"geringfügig";"Nicht erwiesen"
10055;122;"mittelschwer";"Nicht erwiesen"
10055;125;"mittelschwer";"Nicht erwiesen"
10055;175;"mittelschwer";"Nicht erwiesen"
10055;10590;"mittelschwer";"Gut untersucht."
10055;12290;"mittelschwer";"Gut untersucht."
10063;10386;"mittelschwer";"Begrenzt untersucht."
10067;63;"mittelschwer";"Gut untersucht."
10067;139;"mittelschwer";"Begrenzt untersucht."
10067;209;"geringfügig";"Begrenzt untersucht."
10067;319;"geringfügig";"Begrenzt untersucht."
10068;4;"mittelschwer";"Sehr gut untersucht."
10068;43;"schwerwiegend";"Sehr gut untersucht."
10068;69;"schwerwiegend";"Sehr gut untersucht."
10068;136;"mittelschwer";"Begrenzt untersucht."
10068;158;"geringfügig";"Begrenzt untersucht."
10068;189;"mittelschwer";"Begrenzt untersucht."
10068;475;"mittelschwer";"Begrenzt untersucht."
10068;10217;"schwerwiegend";"Sehr gut untersucht."
10068;10759;"geringfügig";"Begrenzt untersucht."
10071;18;"schwerwiegend";"Nicht erwiesen"
10071;109;"schwerwiegend";"Nicht erwiesen"
10071;165;"schwerwiegend";"Nicht erwiesen"
10071;192;"schwerwiegend";"Begrenzt untersucht."
10071;207;"schwerwiegend";"Begrenzt untersucht."
10071;268;"schwerwiegend";"Nicht erwiesen"
10071;10075;"schwerwiegend";"Begrenzt untersucht."
10071;10110;"schwerwiegend";"Nicht erwiesen"
10071;10311;"schwerwiegend";"Nicht erwiesen"
10071;10346;"schwerwiegend";"Begrenzt untersucht."
10071;10353;"schwerwiegend";"Begrenzt untersucht."
10071;10355;"schwerwiegend";"Begrenzt untersucht."
10071;10480;"schwerwiegend";"Begrenzt untersucht."
10071;10666;"schwerwiegend";"Nicht erwiesen"
10071;10789;"schwerwiegend";"Begrenzt untersucht."
10071;11006;"schwerwiegend";"Nicht erwiesen"
10071;11048;"schwerwiegend";"Nicht erwiesen"
10071;11257;"schwerwiegend";"Nicht erwiesen"
10071;11500;"schwerwiegend";"Nicht erwiesen"
10071;12127;"schwerwiegend";"Nicht erwiesen"
10071;12350;"schwerwiegend";"Nicht erwiesen"
10071;12391;"schwerwiegend";"Nicht erwiesen"
10071;12394;"schwerwiegend";"Nicht erwiesen"
10071;12399;"schwerwiegend";"Nicht erwiesen"
10071;12409;"schwerwiegend";"Nicht erwiesen"
10071;12819;"schwerwiegend";"Nicht erwiesen"
10071;12844;"schwerwiegend";"Nicht erwiesen"
10072;58;"schwerwiegend";"Begrenzt untersucht."
10072;136;"Vorsicht";"Begrenzt untersucht."
10072;169;"schwerwiegend";"Gut untersucht."
10072;170;"mittelschwer";"Gut untersucht."
10072;206;"schwerwiegend";"Begrenzt untersucht."
10072;475;"schwerwiegend";"Gut untersucht."
10072;10407;"mittelschwer";"Gut untersucht."
10072;10909;"mittelschwer";"Begrenzt untersucht."
10072;12205;"mittelschwer";"Gut untersucht."
10072;12803;"mittelschwer";"Begrenzt untersucht."
10072;12849;"mittelschwer";"Begrenzt untersucht."
10075;43;"mittelschwer";"Gut untersucht."
10075;63;"mittelschwer";"Begrenzt untersucht."
10075;75;"mittelschwer";"Gut untersucht."
10075;88;"mittelschwer";"Begrenzt untersucht."
10075;107;"mittelschwer";"Begrenzt untersucht."
10075;109;"schwerwiegend";"Begrenzt untersucht."
10075;159;"schwerwiegend";"Nicht erwiesen"
10075;193;"mittelschwer";"Begrenzt untersucht."
10075;268;"schwerwiegend";"Nicht erwiesen"
10075;481;"schwerwiegend";"Nicht erwiesen"
10075;492;"mittelschwer";"Begrenzt untersucht."
10075;10142;"schwerwiegend";"Nicht erwiesen"
10075;10152;"mittelschwer";"Gut untersucht."
10075;10199;"mittelschwer";"Begrenzt untersucht."
10075;10353;"schwerwiegend";"Begrenzt untersucht."
10075;10407;"mittelschwer";"Sehr gut untersucht."
10075;10442;"schwerwiegend";"Begrenzt untersucht."
10075;10453;"schwerwiegend";"Begrenzt untersucht."
10075;10535;"mittelschwer";"Begrenzt untersucht."
10075;10880;"mittelschwer";"Gut untersucht."
10075;10958;"mittelschwer";"Gut untersucht."
10075;11044;"mittelschwer";"Gut untersucht."
10075;11048;"schwerwiegend";"Nicht erwiesen"
10075;11735;"mittelschwer";"Begrenzt untersucht."
10075;12101;"mittelschwer";"Begrenzt untersucht."
10075;12256;"mittelschwer";"Gut untersucht."
10075;12395;"schwerwiegend";"Nicht erwiesen"
10075;12409;"schwerwiegend";"Nicht erwiesen"
10075;12778;"schwerwiegend";"Nicht erwiesen"
10075;12844;"schwerwiegend";"Nicht erwiesen"
10078;43;"mittelschwer";"Nicht erwiesen"
10078;73;"schwerwiegend";"Begrenzt untersucht."
10078;170;"mittelschwer";"Gut untersucht."
10078;10152;"mittelschwer";"Gut untersucht."
10078;10316;"geringfügig";"Nicht erwiesen"
10078;11626;"geringfügig";"Nicht erwiesen"
10078;12324;"mittelschwer";"Begrenzt untersucht."
10078;12633;"mittelschwer";"Begrenzt untersucht."
10086;69;"mittelschwer";"Begrenzt untersucht."
10086;73;"mittelschwer";"Begrenzt untersucht."
10086;122;"mittelschwer";"Begrenzt untersucht."
10086;157;"mittelschwer";"Begrenzt untersucht."
10086;10096;"Vorsicht";"Nicht erwiesen"
10086;10105;"mittelschwer";"Begrenzt untersucht."
10086;10311;"Vorsicht";"Nicht erwiesen"
10086;10478;"mittelschwer";"Begrenzt untersucht."
10086;10590;"Vorsicht";"Nicht erwiesen"
10086;11100;"mittelschwer";"Nicht erwiesen"
10086;11106;"mittelschwer";"Begrenzt untersucht."
10086;11109;"mittelschwer";"Begrenzt untersucht."
10086;12290;"Vorsicht";"Nicht erwiesen"
10090;120;"mittelschwer";"Begrenzt untersucht."
10090;10026;"mittelschwer";"Gut untersucht."
10090;10347;"mittelschwer";"Begrenzt untersucht."
10090;12283;"mittelschwer";"Begrenzt untersucht."
10090;12600;"schwerwiegend";"Nicht erwiesen"
10094;106;"mittelschwer";"Gut untersucht."
10094;148;"mittelschwer";"Begrenzt untersucht."
10094;426;"mittelschwer";"Nicht erwiesen"
10094;476;"mittelschwer";"Nicht erwiesen"
10094;10152;"mittelschwer";"Begrenzt untersucht."
10094;10183;"Vorsicht";"Begrenzt untersucht."
10094;10336;"schwerwiegend";"Begrenzt untersucht."
10094;10958;"mittelschwer";"Begrenzt untersucht."
10094;11044;"mittelschwer";"Begrenzt untersucht."
10094;11079;"mittelschwer";"Begrenzt untersucht."
10094;11113;"mittelschwer";"Begrenzt untersucht."
10094;12256;"mittelschwer";"Gut untersucht."
10094;12283;"mittelschwer";"Begrenzt untersucht."
10094;12483;"mittelschwer";"Nicht erwiesen"
10094;12722;"mittelschwer";"Nicht erwiesen"
10096;1;"mittelschwer";"Begrenzt untersucht."
10096;39;"mittelschwer";"Begrenzt untersucht."
10096;43;"mittelschwer";"Sehr gut untersucht."
10096;70;"Vorsicht";"Begrenzt untersucht."
10096;85;"Vorsicht";"Nicht erwiesen"
10096;91;"mittelschwer";"Begrenzt untersucht."
10096;105;"schwerwiegend";"Gut untersucht."
10096;107;"mittelschwer";"Begrenzt untersucht."
10096;195;"mittelschwer";"Begrenzt untersucht."
10096;335;"mittelschwer";"Begrenzt untersucht."
10096;337;"mittelschwer";"Begrenzt untersucht."
10096;359;"mittelschwer";"Begrenzt untersucht."
10096;452;"mittelschwer";"Begrenzt untersucht."
10096;10177;"geringfügig";"Nicht erwiesen"
10096;10193;"Vorsicht";"Begrenzt untersucht."
10096;10217;"mittelschwer";"Gut untersucht."
10096;10224;"mittelschwer";"Begrenzt untersucht."
10096;10293;"geringfügig";"Begrenzt untersucht."
10096;10294;"mittelschwer";"Begrenzt untersucht."
10096;10341;"mittelschwer";"Begrenzt untersucht."
10096;10362;"schwerwiegend";"Gut untersucht."
10096;10368;"mittelschwer";"Begrenzt untersucht."
10096;10396;"Vorsicht";"Begrenzt untersucht."
10096;10397;"mittelschwer";"Begrenzt untersucht."
10096;10421;"mittelschwer";"Begrenzt untersucht."
10096;10675;"mittelschwer";"Begrenzt untersucht."
10096;10759;"geringfügig";"Begrenzt untersucht."
10096;10795;"geringfügig";"Begrenzt untersucht."
10096;10877;"mittelschwer";"Begrenzt untersucht."
10096;11751;"schwerwiegend";"Begrenzt untersucht."
10096;12110;"mittelschwer";"Gut untersucht."
10096;12157;"mittelschwer";"Gut untersucht."
10096;12230;"mittelschwer";"Nicht erwiesen"
10096;12376;"mittelschwer";"Begrenzt untersucht."
10096;12379;"geringfügig";"Begrenzt untersucht."
10096;12385;"geringfügig";"Begrenzt untersucht."
10096;12466;"mittelschwer";"Begrenzt untersucht."
10096;12467;"mittelschwer";"Begrenzt untersucht."
10096;12624;"mittelschwer";"Begrenzt untersucht."
10096;12673;"schwerwiegend";"Gut untersucht."
10096;12713;"geringfügig";"Begrenzt untersucht."
10102;10958;"geringfügig";"Begrenzt untersucht."
10110;18;"mittelschwer";"Begrenzt untersucht."
10110;31;"mittelschwer";"Begrenzt untersucht."
10110;58;"geringfügig";"Begrenzt untersucht."
10110;70;"schwerwiegend";"Begrenzt untersucht."
10110;73;"mittelschwer";"Begrenzt untersucht."
10110;106;"mittelschwer";"Gut untersucht."
10110;107;"mittelschwer";"Gut untersucht."
10110;109;"schwerwiegend";"Nicht erwiesen"
10110;116;"mittelschwer";"Begrenzt untersucht."
10110;124;"mittelschwer";"Begrenzt untersucht."
10110;147;"mittelschwer";"Begrenzt untersucht."
10110;165;"schwerwiegend";"Nicht erwiesen"
10110;206;"mittelschwer";"Begrenzt untersucht."
10110;339;"mittelschwer";"Begrenzt untersucht."
10110;10025;"mittelschwer";"Begrenzt untersucht."
10110;10075;"mittelschwer";"Begrenzt untersucht."
10110;10284;"schwerwiegend";"Nicht erwiesen"
10110;10326;"mittelschwer";"Begrenzt untersucht."
10110;10353;"schwerwiegend";"Nicht erwiesen"
10110;10442;"mittelschwer";"Begrenzt untersucht."
10110;11006;"schwerwiegend";"Nicht erwiesen"
10110;11257;"schwerwiegend";"Nicht erwiesen"
10110;12127;"schwerwiegend";"Nicht erwiesen"
10110;12137;"schwerwiegend";"Nicht erwiesen"
10110;12391;"schwerwiegend";"Nicht erwiesen"
10110;12394;"schwerwiegend";"Nicht erwiesen"
10110;12395;"schwerwiegend";"Begrenzt untersucht."
10110;12399;"schwerwiegend";"Nicht erwiesen"
10110;12844;"schwerwiegend";"Nicht erwiesen"
10116;43;"schwerwiegend";"Begrenzt untersucht."
10116;63;"mittelschwer";"Begrenzt untersucht."
10116;91;"schwerwiegend";"Nicht erwiesen"
10116;106;"mittelschwer";"Begrenzt untersucht."
10116;107;"mittelschwer";"Nicht erwiesen"
10116;109;"schwerwiegend";"Nicht erwiesen"
10116;206;"schwerwiegend";"Gut untersucht."
10116;268;"schwerwiegend";"Nicht erwiesen"
10116;413;"schwerwiegend";"Begrenzt untersucht."
10116;426;"mittelschwer";"Nicht erwiesen"
10116;428;"mittelschwer";"Begrenzt untersucht."
10116;452;"schwerwiegend";"Begrenzt untersucht."
10116;481;"schwerwiegend";"Begrenzt untersucht."
10116;10180;"schwerwiegend";"Begrenzt untersucht."
10116;10311;"schwerwiegend";"Gut untersucht."
10116;10353;"schwerwiegend";"Nicht erwiesen"
10116;10442;"schwerwiegend";"Gut untersucht."
10116;10453;"schwerwiegend";"Sehr gut untersucht."
10116;10594;"schwerwiegend";"Begrenzt untersucht."
10116;11006;"schwerwiegend";"Nicht erwiesen"
10116;11048;"schwerwiegend";"Nicht erwiesen"
10116;11235;"mittelschwer";"Nicht erwiesen"
10116;11640;"schwerwiegend";"Begrenzt untersucht."
10116;12395;"schwerwiegend";"Begrenzt untersucht."
10116;12778;"schwerwiegend";"Nicht erwiesen"
10116;12844;"schwerwiegend";"Nicht erwiesen"
10120;61;"Vorsicht";"Begrenzt untersucht."
10120;109;"mittelschwer";"Begrenzt untersucht."
10120;10342;"mittelschwer";"Begrenzt untersucht."
10120;10353;"mittelschwer";"Nicht erwiesen"
10120;10388;"mittelschwer";"Gut untersucht."
10125;24;"schwerwiegend";"Gut untersucht."
10125;440;"schwerwiegend";"Begrenzt untersucht."
10125;12599;"schwerwiegend";"Begrenzt untersucht."
10126;63;"geringfügig";"Gut untersucht."
10126;136;"Vorsicht";"Sehr gut untersucht."
10126;139;"schwerwiegend";"Begrenzt untersucht."
10126;404;"mittelschwer";"Begrenzt untersucht."
10126;415;"mittelschwer";"Begrenzt untersucht."
10126;10110;"Vorsicht";"Begrenzt untersucht."
10126;10331;"schwerwiegend";"Begrenzt untersucht."
10126;12270;"mittelschwer";"Begrenzt untersucht."
10127;9;"mittelschwer";"Begrenzt untersucht."
10127;359;"mittelschwer";"Begrenzt untersucht."
10127;11257;"mittelschwer";"Begrenzt untersucht."
10130;16;"mittelschwer";"Nicht erwiesen"
10130;20;"mittelschwer";"Nicht erwiesen"
10130;108;"mittelschwer";"Nicht erwiesen"
10142;18;"schwerwiegend";"Nicht erwiesen"
10142;70;"schwerwiegend";"Nicht erwiesen"
10142;91;"schwerwiegend";"Nicht erwiesen"
10142;109;"schwerwiegend";"Nicht erwiesen"
10142;157;"mittelschwer";"Begrenzt untersucht."
10142;170;"mittelschwer";"Begrenzt untersucht."
10142;180;"mittelschwer";"Begrenzt untersucht."
10142;268;"schwerwiegend";"Nicht erwiesen"
10142;10071;"schwerwiegend";"Nicht erwiesen"
10142;10152;"mittelschwer";"Gut untersucht."
10142;10225;"schwerwiegend";"Nicht erwiesen"
10142;10311;"schwerwiegend";"Nicht erwiesen"
10142;10353;"schwerwiegend";"Nicht erwiesen"
10142;10535;"geringfügig";"Begrenzt untersucht."
10142;10961;"mittelschwer";"Begrenzt untersucht."
10142;10964;"mittelschwer";"Begrenzt untersucht."
10142;11191;"geringfügig";"Begrenzt untersucht."
10142;11257;"mittelschwer";"Nicht erwiesen"
10142;11500;"schwerwiegend";"Nicht erwiesen"
10142;11626;"mittelschwer";"Gut untersucht."
10142;12127;"mittelschwer";"Nicht erwiesen"
10142;12137;"schwerwiegend";"Nicht erwiesen"
10142;12317;"mittelschwer";"Gut untersucht."
10142;12386;"mittelschwer";"Begrenzt untersucht."
10142;12394;"schwerwiegend";"Nicht erwiesen"
10142;12778;"schwerwiegend";"Nicht erwiesen"
10142;12844;"schwerwiegend";"Nicht erwiesen"
10146;88;"geringfügig";"Begrenzt untersucht."
10146;204;"mittelschwer";"Nicht erwiesen"
10146;10311;"mittelschwer";"Begrenzt untersucht."
10146;10525;"geringfügig";"Begrenzt untersucht."
10146;10671;"mittelschwer";"Nicht erwiesen"
10146;11640;"mittelschwer";"Nicht erwiesen"
10146;11641;"mittelschwer";"Nicht erwiesen"
10146;12290;"mittelschwer";"Begrenzt untersucht."
10146;12392;"mittelschwer";"Nicht erwiesen"
10152;10096;"mittelschwer";"Gut untersucht."
