"ID";"Hersteller";"Postleitzahl";"Stadt";"Straße und Hausnummer"
16631;"Gse Vertrieb Biologische Nahrungsergänzungs- & Heilmittel GmbH";"66119";"Saarbrücken";"Saargemünder Str. 13"
16632;"L'Occitane GmbH";"40215";"Duesseldorf";"Koenigsallee 63-65"
16633;"Maharishi Ayurveda Europe B.V.";"41845";"Wassenberg";"Kirchstr. 25"
16634;"DS-Pharmagit GmbH";"51588";"Nümbrecht";"Homburger Str. 1"
16635;"Elastotex-Verbandsstoffe Inh. Jacqueline Eisold";"01833";"Dürrröhrsdorf-Dittersbach";"Alte Hauptstraße 60"
16637;"Walter Rau GmbH & Co. KG Speickwerk";"70771";"Leinfelden-Echterdingen";"Benzstr. 9"
16638;"Medivere GmbH";"55128";"Mainz";"Hans-Böckler-Str. 109"
16639;"Kesla Pharma Wolfen GmbH";"06803";"Bitterfeld-Wolfen";"Keslastr. 1"
16640;"Sabine Schröter E.K.";"26441";"Jever";"Am Lükenshof 15"
16641;"Ghc - German Health Care GmbH";"24937";"Flensburg";"Harniskai 1"
16642;"Leichter Leben Vertriebsgesellschaft Mbh";"94315";"Straubing";"Regensburger Str. 14"
16643;"pfm medical ppm GmbH";"50996";"Köln";"Wankelstraße 60"
16644;"Gako Konietzko GmbH";"96049";"Bamberg";"Oberer Stephansberg 49G"
16645;"Medagil Gesundheitsgesellschaft Mbh";"88046";"Friedrichshafen";"Anton-Sommer-Str. 5"
16646;"Laverana GmbH & Co. KG";"30974";"Wennigsen";"Am Weingarten 4"
16647;"Prologis GmbH & Co. KG";"25924";"Emmelsbüll-Horsbüll";"Wrewelsbüller Weg 1"
16648;"Evergreen Garden Care Deutschland GmbH";"55130";"Mainz";"Wilhelm-Theodor-Römheld-Straße 30"
16649;"Boehringer Ingelheim Vetmedica GmbH Bereich Deutschland";"55218";"Ingelheim";"Binger Str. 173"
16650;"Spiggle & Theis Medizintechnik GmbH";"51491";"Overath";"Burghof 14"
16652;"Innocept Biobedded Medizintec. GmbH";"45966";"Gladbeck";"Am Wiesenbusch 1"
16653;"Owen Mumford GmbH";"63762";"Großostheim";"Alte Häge 1"
16654;"Naturproduktehaus Fam. Feige";"53567";"Asbach";"Altenkirchener Str. 27"
16655;"Intern-Drogen";"";"";""
16656;"Imopharm Pharm.Handelsges.Mbh";"68519";"Viernheim";"Franconvillestr. 45"
16657;"Novacare GmbH";"67098";"Bad Dürkheim";"Bruchstr. 48"
16658;"Sarstedt Ag & Co. KG";"51588";"Nümbrecht";"Sarstedtstr. 1"
16659;"Bayer Vital GmbH Gb - Tiergesundheit Geb. D 162";"51368";"Leverkusen";""
16660;"Sanowell GmbH";"63776";"Mömbris";"Frankenstrasse 16"
16661;"Ontex Healthcare Deutschland GmbH";"49504";"Lotte";"Hansaring 6"
16662;"Amazonas Naturprodukte Handels GmbH";"68723";"Schwetzingen";"Kolpingstr. 15"
16663;"G & M Naturwaren Import GmbH & Co. KG";"56630";"Kretz";"In Der Hohl 8"
16664;"Spring Medical - Medizinische Strümpfe";"71111";"Waldenbuch";"Im Meißel 15-17"
16665;"Erena Verbandstoffe GmbH & Co. KG";"91257";"Pegnitz";"Norisstraße 2"
16666;"BSN Medical GmbH";"20253";"Hamburg";"Quickbornstr. 24"
16667;"Stifts-Apotheke St. Lambrecht Gall-Reidlinger Ohg";"8813";"St.Lambrecht";"Hauptstr. 1"
16668;"Fesmed Verbandmittel GmbH";"09669";"Frankenberg";"Lerchenstr. 32"
16669;"Sasa Med GmbH Medizintechnik";"86415";"Mering";"Schillerstrasse 5"
16670;"Zoetis Deutschland GmbH";"10785";"Berlin";"Schellingstr. 1"
16671;"Ardap Care GmbH";"46395";"Bocholt";"Franzstr. 95"
16672;"Detia Garda GmbH";"65343";"Eltville";"Rohrbergstr. 19-21"
16673;"Schwarzkopf & Henkel GmbH";"40599";"Düsseldorf";"Henkelstr. 207"
16675;"M. Kappus GmbH & Co. KG";"63067";"Offenbach";"Luisenstr. 42-52"
16676;"Nebu-Tec Med. Produkte Eike Kern GmbH";"63820";"Elsenfeld";"Kreuzfeldring 17"
16677;"Colostrum Products Internation. GmbH";"84359";"Simbach A. Inn";"Industriestr. 17-19"
16678;"Kloster Laboratorium Lorch A.Petersen Kg";"73547";"Lorch";"Klosterstr. 21"
16680;"Mastavit Produktions- Und Vertriebs GmbH";"27318";"Hoya";"Hasseler Steinweg 9"
16681;"Terumo Deutschland GmbH";"65760";"Eschborn";"Ludwig-Erhard-Str. 6"
16682;"Heirol Kosmetik F. Wermescher GmbH & Co. KG";"73553";"Alfdorf";"Oberer Howeg 17"
16683;"Runika Pharma-Kosmetik-Logistik";"68519";"Viernheim";"Werner-Heisenberg-Str. 18"
16685;"Contor Aichinger";"06905";"Bad Schmiedeberg";"Lindenstr. 36"
16686;"Health Care Products Vertriebs GmbH";"53332";"Bornheim";"Vinkelgasse 29"
16687;"Salderman Dermatologisches Institut Bad Rothenfelde GmbH & Co. KG";"49214";"Bad Rothenfelde";"Georgstr. 25"
16688;"Sanatur GmbH";"78224";"Singen";"Im Haselbusch 16"
16690;"Dr. C. Soldan GmbH";"90427";"Nürnberg";"Herderstraße 5-9"
16691;"Osmed Ug (Haftungsbeschränkt)";"58091";"Hagen";"Eilper Str. 22A"
16692;"Serimed GmbH & Co. KG";"07937";"Zeulenroda-Triebes";"Am Waldstadion 5"
16693;"Xenofit GmbH";"82327";"Tutzing";"Midgardstr. 7"
16694;"Chevita GmbH";"85276";"Pfaffenhofen";"Raiffeisenstr 2"
16696;"Kda Pharmavertrieb Arndt GmbH";"26954";"Nordenham";"Friedrich-Ebert-Str. 63"
16698;"Willy Behrend GmbH + Co. KG";"30916";"Isernhagen";"Bahnhofstr. 13"
16700;"Vielstedter Elektronik";"27798";"Hude";"Nordenholzer Str. 40"
16701;"Amt Aromando Medizintechnik GmbH";"40213";"Düsseldorf";"Kasernenstr. 21"
16702;"Melaleuka GmbH Roderich Krieger";"66125";"Saarbrücken";"Luisenstr. 17"
16704;"Belsana Medizinische Erzeugnisse Zweigniederlassung Der Ofa Bamberg GmbH";"96052";"Bamberg";"Laubanger 23"
16707;"Dr. Winkler GmbH & Co. KG";"83404";"Ainring";"Industriestr. 8"
16708;"Knud Hjorth A/S";"8600";"Silkeborg";"Resendalvej 3"
16710;"Genus Pharma Vertriebs GmbH";"22297";"Hamburg";"Bebelallee 79"
16711;"sanotact GmbH";"48157";"Münster";"Hessenweg 10"
16712;"Eder Health Nutrition";"79206";"Breisach / Niederrimsingen";"Schwalbenweg 3"
16714;"Uk-Naturprodukte Ute Keil";"";"";""
16715;"Dentsply Ih GmbH Wellspect Healthcare";"65604";"Elz";"An Der Kleinen Seite 8"
16716;"Biol.Präparate Dr.Groß GmbH";"82549";"Königsdorf";"Dorfstraße 32"
16720;"Mollis International GmbH";"21502";"Geesthacht";"Nobelplatz 5"
16721;"Balsan Cosmetik GmbH";"85521";"Ottobrunn";"Spitzweg Str. 10"
16722;"Espara GmbH";"5020";"Salzburg";"Franz-Sauer-Str. 46-50"
16723;"Audor Pharma GmbH";"93138";"Lappersdorf";"Michael-Bauer-Str. 20"
16724;"Gräsler Ernährung Und Diät GmbH";"82284";"Grafrath";"Brunnleitenstr. 3"
16725;"Merosan GmbH";"55294";"Bodenheim";"Am Kümmerling 21-25"
16726;"GHD Direkt I GmbH Vertriebslinie Abbott";"22926";"Ahrensburg";"Fritz-Reuter-Str. 2"
16727;"Hollmo-Stahlwaren E.K. B. Holland-Moritz";"42699";"Solingen";"Ober Der Mühle 30"
16730;"Amax C/O Epi 3 Healthcare GmbH";"60433";"Frankfurt";"Körberstr. 12"
16731;"Wilhelm Weisweiler GmbH & Co. KG";"48155";"Münster";"Eulerstr. 9"
16732;"Benediktus Kräuterlabor Strathausen GmbH";"84028";"Landshut";"Altstadt 105"
16734;"Lysoform";"12247";"Berlin";"Kaiser-Wilhelm-Str. 133"
16735;"Weidemeyer + Co. Vertriebsges. Für Medizinbedarf Mbh";"69126";"Heidelberg";"Englerstraße 20"
16736;"Heilmoorbad Neydharting GmbH";"";"4654 Wimsbach-Neydharting";""
16737;"GHD Direkt II GmbH Vertriebslinie Nestle";"22926";"Ahrensburg";"Fritz-Reuter-Str. 2"
16738;"Aura-Team Handels GmbH";"91074";"Herzogenaurach";"Röntgenstr. 24"
16739;"Pural Vertriebs GmbH";"76532";"Baden-Baden";"Kiefernstr. 11"
16741;"Amerigo Health Products AG";"22761";"Hamburg";"Paul-Dessau-Str. 5"
16742;"Rco Pharma GmbH";"64625";"Bensheim";"Darmstädter Str. 104"
16743;"Trusetal Verbandstoffwerk GmbH";"33758";"Schloß Holte-Stukenbrock";"Konrad-Zuse-Str. 15"
16744;"Mm Cosmetic GmbH";"56584";"Anhausen";"Scheidstr. 16"
16746;"Irmtraud Schienagel";"80999";"München";"Elly-Staegmeyr-Straße 10"
16748;"Ludwig Bertram GmbH";"30880";"Laatzen";"Lübecker Str. 1"
16749;"W.Neudorff GmbH Kg";"31860";"Emmerthal";"An Der Mühle 3"
16750;"Wala Heilmittel GmbH Dr. Hauschka Kosmetik";"73087";"Bad Boll / Eckwaelden";"Bosslerweg 2"
16751;"Rubach Electronic GmbH";"29556";"Suderburg";"Ortheide 63"
16752;"Hlh Bio Pharma Vertriebs GmbH";"58802";"Balve";"Auf Dem Steinocken 5"
16753;"Greenhouse Hanf Kontor-Iris Maul";"60385";"Frankfurt/Main";"Würzburger Str. 10"
16754;"Hafesan Handelsges.Mbh";"";"9130 Pubersdorf";"Gewerbesiedlung 3"
16755;"Kaz Europe Sa";"1003";"Lausanne";"Place Chauderon 18"
16756;"Oxiana GmbH";"15370";"Fredersdorf";"Altlandsberger Chaussee 20"
16759;"Herbacin Cosmetic GmbH";"99848";"Wutha-Farnroda";"Kahlenberger Str. 1"
16760;"Josef Mack GmbH&Co. KG";"83404";"Ainring";"Bruch 17"
16761;"Innoveko GmbH";"86399";"Bobingen";"Klimmacher Str. 5a"
16762;"Kaweco GmbH";"71254";"Ditzingen";"Gerlinger Str. 36-38"
16763;"Novoderm Lavol Cosmetic GmbH";"66280";"Sulzbach";"Quierschieder Weg 38"
16764;"Tierra Verde";"72766";"Reutlingen";"Erlachweg 15"
16768;"Phytochem Nutrition Ug (Haftungsbeschränkt)";"22337";"Hamburg";"Borstels Ende 63"
16771;"Gelatinekapsel-Fabr.Gerhard Salamon";"40883";"Ratingen";"Preussenstr. 56"
16773;"Alte Kloster-Apotheke H.Auernhammer";"96242";"Sonnefeld";"Marktplatz 14"
16774;"Medi Corporation GmbH";"36124";"Eichenzell";"Bürgermeister-Ebert-Str. 2"
16777;"Diagonal Vertr. GmbH & Co. KG";"48161";"Münster";"Havixbecker Str. 62"
16779;"Angora-Banora Wäsche Ulrich Bauer Kg";"73779";"Deizisau";"Plochinger Str. 30"
16780;"Erkolin-Kosmetik Inh. Ralf-Jürgen Kock E.K.";"71283";"Weissach";"Hauptstr. 10"
16781;"Dansac GmbH";"50354";"Hürth";"Kalscheurener Str. 2a"
16783;"Megasol Cosmetic GmbH";"54343";"Föhren";""
16784;"Azett GmbH & Co. KG";"87781";"Ungerhausen";"Gutenbergstr. 8"
16785;"Kurgestüt Hoher Odenwald";"69429";"Waldbrunn";"Simmesstraße 17"
16786;"Fashy GmbH";"70825";"Korntal-Münchingen";"Kornwestheimer Str. 46"
16787;"Rodacher Fruchtsäfte GmbH Hr.Möbus";"98646";"Adelhausen";"Frohnberg 1"
16788;"Barme GmbH";"56424";"Staudt";""
16790;"Maddalin Cosmetics Gbr";"80809";"München";"Nadistraße 24"
16793;"Hoz Medi Werk Produktions- Und Vertriebs GmbH & Co. KG";"99334";"Ichtershausen";"Am Sülzenbrückener Weg 3"
16794;"Kerma Verbandstoff GmbH";"09661";"Hainichen";"Ziegelstr. 29"
16795;"Wilkinson Sword GmbH";"42659";"Solingen";"Schuetzenstr. 110"
16796;"Ve Valley Electronics GmbH";"82418";"Murnau";"Breite 2"
16797;"Th. Geyer GmbH & Co. KG";"71272";"Renningen";"Dornierstr. 4"
16798;"Temedia-Werke GmbH";"02708";"Schönbach";"Beiersdorfer Str. 1"
16799;"Sms Medipool GmbH";"82131";"Buchendorf";"Stockdorfer Weg 16"
16800;"Franconpharm Arzneimittel Europe Ltd";"96450";"Coburg";"Alexandrinenstr. 1"
16801;"Otto Bock Health Care Deutschland GmbH";"37115";"Duderstadt";"Max-Näder-Str. 15"
16802;"Hansa Vital GmbH";"20539";"Hamburg";"Gustav-Kunst-Str. 2-12"
16804;"Eurovation GmbH";"35578";"Wetzlar";"Steinbühlstr. 13A"
16805;"Megamax B.V.";"";"";""
16806;"Desinfecta GmbH";"09337";"Hohenstein-Ernstthal";"Schillerstr. 4"
16807;"Sigma Dental Systems-Emasdi GmbH";"24976";"Handewitt";"Heideland 22"
16808;"Kmt-Kohlen Medizintechnik E.K.";"41063";"Mönchengladbach";"Sachsenstr. 13"
16809;"Almased Wellness GmbH";"29553";"Bienenbüttel";"Am Bleeken 6"
16810;"Chemische Fabrik Dr. Weigert GmbH & Co. KG";"20539";"Hamburg";"Mühlenhagen 85"
16812;"Medivital Logistics & Trade Inh. Sabine Janßen";"67122";"Altrip";"Duererstr. 17"
16813;"R. Reus Medizinische Produkte";"36364";"Bad Salzschlirf";"Mutter-Teresa-Str. 24"
16814;"Sca Hygiene Products Vertriebs GmbH Vertrieb Consumer Tissue";"68305";"Mannheim";"Sandhoferestr. 176"
16815;"Medenta GmbH";"49549";"Ladbergen";"In Den Ruthen 28-30"
16817;"Pharma Service Neumünster GmbH";"24535";"Neumünster";"Parkstr. 26"
16818;"Urotech Medizinische Technologie GmbH";"83101";"Achenmühle";"Medi-Globe Str. 1-5"
16819;"Geratherm Medical AG";"98716";"Geschwenda";"Fahrenheitstrasse 1"
16821;"Strickmoden Bruno Barthel GmbH & Co. KG";"09116";"Chemnitz";"Clemens-Winkler-Str. 6a"
16822;"Adler Apotheke M.Longard";"67655";"Kaiserslautern";"Marktstr. 11"
16823;"Biomin Pharma GmbH";"87757";"Kirchheim/Unterallgäu";"Riedweg 12"
16825;"Palliativ Schmithausen & Riese";"50733";"Köln";"Kempener Str. 38"
16826;"Endima Vertriebsgesellschaft Mbh";"66557";"Illingen-Uchtelfangen";"Zeppelinstr. 21A"
16828;"Dr. Arabin GmbH & Co. KG";"58454";"Witten";"Alfred-Herrhausen-Str. 44"
16830;"SCA Hygiene Products Vertriebs GmbH Vertrieb Personal Care";"68305";"Mannheim";"Sandhoferstr. 176"
16831;"Unipharma-Verlag Frank Hartmuth";"47166";"Duisburg";"Beecker Str. 280"
16833;"Sa-Vet-Pharma GmbH";"49377";"Vechta";"Messerschmittstr. 8"
16834;"Ohrsana GmbH Bandagenfabrik";"42277";"Wuppertal";"Grafenstr. 3"
16836;"Habel Getreideflocken Inh. Heinrich Habel";"86511";"Schmiechen";"Ringstr. 18"
16837;"Pfister GmbH Pharma-Produkte";"31832";"Springe";"Zum Ebersberg 49B"
16838;"Lucien Ortscheit GmbH";"66115";"Saarbrücken";"Stromstrasse 6-8"
16839;"Inter-Derma-Cosmetic GmbH";"74613";"Öhringen";"Münzstr. 17"
16840;"Paul Boettger GmbH & Co. KG";"94249";"Bodenmais";"Miesleuthenweg 33-45"
16841;"Gräfe Und Unzer Verlag GmbH Vertrieb Fachhandel";"81675";"München";"Grillparzerstr. 12"
16842;"Husaren-Apotheke";"66557";"Illingen";"Zeppelinstr. 25"
16843;"Langer Vital GmbH";"26188";"Edewecht";"Am Ortsrand 7"
16844;"Dr. Gaebert Pharma + Ernährung Kg";"42699";"Solingen";"Löhndorfer Str. 319"
16846;"Aresko Pharma Inh.Markus Hannes";"87480";"Weitnau";"Engelhirsch 20"
16848;"Himed GmbH";"48163";"Münster";"Buldernweg 57"
16849;"I.P.A. Cosmetics GmbH";"59269";"Beckum";"Daimlerring 51"
16851;"Catgut GmbH";"08258";"Markneukirchen";"Gewerbepark 18"
16852;"Rofra GmbH";"98744";"Cursdorf";"Ortsstraße 44"
16853;"Hirtz & Co. KG";"50968";"Köln";"Bonner Str. 180"
16854;"Johann Maria Farina Gegenüber Dem Jülichs-Platz GmbH";"50667";"Köln";"Obenmarspforten 21"
16855;"Mse Pharmazeutika GmbH";"61352";"Bad Homburg";"Nehringstr. 15"
16856;"Stroschein Gesundkost Ammersbek GmbH";"22949";"Ammersbek";"Beekloh 3"
16857;"Löwen-Apotheke R.Simeth";"80331";"München";"Blumenstr. 1"
16858;"Engel Apotheke";"36037";"Fulda";"Karlstr. 4"
16859;"Paesel und Lorei GmbH & Co. KG";"47495";"Rheinberg";"Nordring 11"
16860;"Hentschel Dental E.K.";"79331";"Teningen / Nimburg";"Waidplatzstr. 22"
16861;"Rkr Cosmetics Rudolf Kemperdick";"51143";"Köln";"Schillerstr. 32"
16863;"Sporto-Med GmbH";"67592";"Flörsheim-Dalsheim";"Willy-Brandt-Ring 12"
16864;"Pharmawerk Weinböhla GmbH";"01689";"Weinböhla";"Poststr. 58"
16866;"Coolike-Regnery GmbH";"64625";"Bensheim";"Lilienthalstr. 2-4"
16867;"Ferdinand Eimermacher GmbH & Co. KG";"48356";"Nordwalde";"Westring 24"
16868;"Dr.Rudolf Liebe Nachf. GmbH & Co. KG";"70771";"Leinfelden-Echterdingen";"Max-Lang-Str. 64"
16869;"pharmarissano Arzneimittel GmbH";"67278";"Bockenheim";"Haldenweg 5a"
16872;"Benzidal Inh. Dr. Peter Homann";"36381";"Schlüchtern";"Obertorstr. 38"
16873;"Richard A.L.Witt GmbH";"82152";"Planegg";"Semmelweisstr. 4"
16874;"Noz Medizinisch - Technische Fachhandelsgesellschaft Mbh";"71679";"Asperg";"Eberhardstraße 56"
16875;"M.E.G.Gottlieb Diaderma-Haus GmbH + Co. KG";"69123";"Heidelberg";"Am Taubenfeld 25"
16876;"Manufaktur B.W. Nobis E.K.";"83410";"Laufen";"Mayerhofen 2"
16877;"Kräutermittel W.Hartwich";"81545";"München";"Autharistr. 38"
16878;"Oco Präparate GmbH";"67246";"Dirmstein";"Apoth.-H.Hummel Str. 1-3"
16879;"Lord-Curafam Medical";"66500";"Prades Pyrenees-Orientales";""
16881;"Leenskron Inh. Uwe Schröder";"71065";"Sindelfingen";"Blumenmahdenstr. 32/1"
16883;"Michael Renka GmbH Xyndet Health & Beauty Division";"40213";"Düsseldorf";"Kasernenstr. 23"
16884;"Vitalograph GmbH";"20257";"Hamburg";"Rellinger Str. 64a"
16886;"Idunn Naturprodukte";"88662";"Überlingen/Bodensee";"Im Guggenbühl 30"
16887;"Seviton-Naturprod.Handelsges.Mbh";"67591";"Hohen-Sülzen";"Bahnhofstr. 33"
16888;"Domo-Valenta Vertr.U. Handels GmbH";"50259";"Pulheim";"Am Zehnthof 3"
16889;"Sonogel Vertriebs GmbH";"65520";"Bad Camberg";"Otto-Hahn-Str. 24"
16890;"Biopräp Biolog.Präp.Handelsges.Mbh";"49080";"Osnabrück";"Mercatorstr. 3"
16891;"Hofapotheke St. Afra";"86152";"Augsburg";"Hoher Weg 11"
16892;"Kanne Brottrunk GmbH & Co. KG";"59379";"Selm-Bork";"Bahnhofstr. 68"
16893;"Tts Product & Service GmbH";"99518";"Bad Sulza";"Rudolf Gröschner Str. 11"
16895;"Interlatex GmbH";"35683";"Dillenburg";"Hindenburgstr. 12"
16896;"Dmg Dental-Material GmbH";"22547";"Hamburg";"Elbgaustr. 248"
16897;"Nec Med Pharma GmbH";"91315";"Höchstadt / Aisch";"Am Aischpark 11"
16898;"Amor Gummiwaren GmbH";"99310";"Arnstadt";"August-Rost-Straße 4"
16899;"Curavital";"73447";"Oberkochen";"Röchlingstraße 16"
16900;"P.W. Beyvers GmbH";"12099";"Berlin";"Schaffhausener Str. 26-34"
16901;"Balneo GmbH";"83435";"Bad Reichenhall";"Alte Saline 15"
16903;"Manfred Sauer GmbH";"74931";"Lobbach";"Neurott 7"
16905;"Alpa-Werk E.K.";"93413";"Cham";"Rachelstr. 15-17"
16907;"Uebe Medical GmbH";"97877";"Wertheim";"Zum Ottersberg 9"
16908;"Hans-H.Hasbargen GmbH & Co. KG";"76646";"Bruchsal";"Dittmannswiesen 3"
16909;"Rosolimed GmbH";"82131";"Gauting";"Reismühlerweg 2a"
16912;"Cos Medic Vertriebs GmbH";"42781";"Haan";"Kölner Str. 23A"
16913;"Fmt Medizin Technik GmbH";"96049";"Bamberg";"Abtsberg 19"
16915;"Pelose";"14715";"Schollene";"Am Seeberg 2"
16916;"Georg Adlmaier-Kernzl";"83024";"Rosenheim";"Rossfeldstr. 4"
16918;"Mann & Schroeder GmbH";"74936";"Siegelsbach";"Bahnhofstr. 14"
16919;"Goldnerz Cosmetic GmbH";"52249";"Eschweiler";"Königsbenden 32-34"
16920;"Kyberg Vital GmbH";"82041";"Oberhaching";"Keltenring 8"
16921;"Fortan GmbH & Co. KG Spez. Für Tiergesundheit";"42369";"Wuppertal";"Heidt 19"
16922;"Schwarzwald Labor Apotheker Wolfgang Steffan";"69151";"Neckargemünd";"Hauptstr. 58"
16923;"Bio Planet GmbH";"21129";"Hamburg";"Finkenwerder Süderdeich 21"
16924;"Falter Chemie GmbH & Co. KG";"47803";"Krefeld";"Grüner Dyk 36-52"
16925;"Vita-Cos-Med Klett-Loch GmbH";"67304";"Eisenberg";"Röntgenstr. 11"
16926;"Von Wülfing GmbH & Co. KG";"24649";"Wiemersdorf";"Kieler Str. 55"
16927;"Waltraud Reuschling";"74861";"Neudenau";"Hauptstr. 9"
16928;"Labosept GmbH Cosmetica";"77694";"Kehl - Kork";"Gottlieb-Fecht-Str. 36"
16930;"St.Georg-Apotheke J.Holzheu-Riedel";"85586";"Poing";"Bahnhofstraße 2"
16931;"Interdata Products+Services";"41540";"Dormagen";"Rostocker Str. 14"
16932;"W.Söhngen GmbH";"65232";"Taunusstein";"Platter Str. 84"
16933;"Nordsee-Laboratorium Apotheker Joachim Eggers";"22081";"Hamburg";"Dehnhaide 2-4"
16934;"Katadyn Deutschland GmbH";"64546";"Mörfelden-Walldorf";"Nordendstraße 76"
16936;"Jati GmbH";"59969";"Hallenberg";"Kreuzberg 4"
16937;"Werner Baumeister-Cervicalstützen";"46359";"Heiden";"Am Elschatt 12"
16939;"Distrisan GmbH";"60433";"Frankfurt";"Dehnhardtstr. 25"
16940;"Sport Service";"85586";"Poing";"Bahnhofstraße 2"
16941;"Johann Kallenbach";"76356";"Weingarten/Baden";"Bahnhofstr. 125"
16942;"Leina-Werk GmbH";"51570";"Windeck";"Maueler Feld 1"
16944;"Pegasus Pro GmbH";"72108";"Rottenburg";"Siebenlindenstr. 71"
16945;"Kimberly-Clark GmbH";"55116";"Mainz";"Rheinstr. 4N"
16948;"Caesar Simon & Sohn GmbH & Co. KG";"21509";"Glinde";"Im Grund 1"
16949;"Gustav Baehr GmbH";"71332";"Waiblingen";"Max-Eyth-Str. 39"
16950;"Manfred Koch Körperpflege-Produkte E.K.";"41564";"Kaarst";"Bachstr. 20"
16951;"Hager Pharma GmbH";"47269";"Duisburg";"Ackerstrasse 1"
16952;"Pharma Brutscher";"78355";"Hohenfels";"Bruck 13"
16953;"Wilco GmbH";"80939";"München";"Alois-Wolfmüller-Str. 8"
16954;"Vita Elan Apothekenbedarf GmbH";"63691";"Ranstadt";"Bahnhofstr. 25"
16955;"Laborinstitut Spieker";"35633";"Lahnau";"Am Roemerlager 3"
16957;"Gall-Pharma GmbH Mag. Dieter Gall";"";"8750 Judenburg";"Grünhüblgasse 25"
16958;"Saluvet GmbH";"88339";"Bad Waldsee";"Stahlstr. 5"
16959;"Gkmed Geselschaft Für Konservative Medizintechnik Mbh";"96152";"Burghaslach";"Würzburger Str. 15"
16960;"Teleflex Medical GmbH Homecare Urologie Homecare Urologie";"75378";"Bad Liebenzell";"Luisenstraße 8"
16961;"Ahorn Sportswear Textilien GmbH";"55232";"Alzey";"Otto-Lilienthal-Str. 2a"
16962;"P&M Cosmetics GmbH & Co. KG";"48155";"Münster";"Hafengrenzweg 3"
16966;"Eichen Cosmed Vertriebs GmbH";"85276";"Pfaffenhofen";"Hauptplatz 25"
16968;"Compri Handelsges.Mbh";"38122";"Braunschweig";"Marienberger Str. 1"
16969;"Rp Vitamino B.V.";"4493 AS";"Kamperland";"Veerweg 16"
16970;"Attends GmbH";"65824";"Schwalbach";"Am Kronberger Hang 3"
16971;"Dräger Safety Ag & Co. KGaa";"23560";"Lübeck";"Revalstr. 1"
16972;"Grande Heilkräuter Cosmetics GmbH";"66292";"Riegelsberg";"Saarbrückenstrasse 208a"
16973;"Medichem Vertriebs- GmbH";"24768";"Rendsburg";"Sandhof 8-10"
16974;"Frater Gebhard'S Kloster Essenz Vertrieb";"54292";"Trier";"Nordallee 1"
16975;"Stero Medizinische Geräte Prof. Dr. H.Stegat GmbH & Co. KG";"48163";"Münster";"Heroldstraße 14e"
16978;"Megadent Deflogrip Gerhard Reeg GmbH";"40211";"Düsseldorf";"Am Wehrhahn 39"
16980;"Oxyparat GmbH";"82152";"Martinsried";"Frauenhoferstr. 9A"
16981;"Carl Domsky GmbH & Co. KG";"26789";"Leer";"Am Emsdeich 49"
16982;"Hans Hepp GmbH & Co Verbandstoff-Fabrik";"20539";"Hamburg";"Georgswerder Damm 16"
16985;"Apofam GmbH";"44534";"Lünen";"Ernst-Becker-Str. 53"
16987;"Dmv Diedrichs Markenvertrieb GmbH & Co. KG";"31812";"Bad Pyrmont";"Dieselstr. 3-7"
16988;"Aeroxon Insect Control GmbH";"71332";"Waiblingen";"Bahnhofstraße 35"
16990;"Sander Chem.Pharm.Fabrik GmbH";"99867";"Gotha";"Hans-C.-Wirz-Str. 2"
16991;"Wvp Pharma Und Cosmetic Vertriebs GmbH";"91183";"Abenberg";"Dieselstraße 6"
16992;"Dr.Metz Kg";"65779";"Kelkheim";"Siemensstr 7"
16994;"Fink & Walter GmbH";"66589";"Merchweiler";""
16995;"Fritz Kaulbars Kg";"64625";"Bensheim";"Weiherweg 20-22"
16996;"Erfurter Ölmühle W.Fischer GmbH";"99084";"Erfurt";"Heilige Grabesmühlgasse 1"
16997;"Pro Fit GmbH";"36396";"Steinau An Der Straße";"Karl-Winnacker-Str. 10"
16998;"Novamedical GmbH";"40764";"Langenfeld";"Elisabeth-Selbert-Str. 5"
16999;"Medi Kauf Braun GmbH & Co. KG";"60431";"Frankfurt";"Woogstr. 1"
17000;"Adiuvo GmbH & Co. KG";"89331";"Burgau";"Ostpreussenstraße 12"
17002;"Pakumed Medical Products GmbH";"45239";"Essen";"Im Löwental 79"
17003;"Moltex Baby-Hygiene GmbH";"56727";"Mayen";"Robert-Bosch-Str./Industriegeb. Ost 1"
17004;"Wolting GmbH";"63128";"Dietzenbach";"Messenhäuser Str. 8a"
17007;"Müller & Partner Agentur Für Kommunikation Und Werbung";"96450";"Coburg";"Pfaffengrund 2"
17008;"Carenow GmbH";"64367";"Mühltal";"Röderstr. 21"
17009;"Dr.Med.Sklenar Kombucha-Produkte E.K.";"44805";"Bochum";"Josef-Baumann-Str. 37b"
17010;"Odenwald - Früchte GmbH";"64747";"Breuberg";"Bahnhofstr. 31"
17011;"Rhein-Ruhr-Pharma Martin Breuer";"52222";"Stolberg";"Duffenterstr. 48c"
17013;"Frohn GmbH";"95197";"Schauenstein";"Hofer Str. 41-43"
17014;"Maimed GmbH -Bereich Vertrieb-";"29643";"Neuenkirchen";"Robert-Koch-Straße 1-7"
17015;"Murisan Handels-U.Vertriebsges.Mbh";"21465";"Reinbek";"Gergenbusch 3F"
17016;"Avecpharma Handels GmbH";"22297";"Hamburg";"Alsterdorfer Str. 368"
17017;"Elass Cosmetics GmbH";"71634";"Ludwigsburg";"Teinacher Str. 49"
